home_team,away_team,home_goals,away_goals,result,season
Aston Villa,Leicester City,2,1,1,8
Southampton,Manchester United,1,2,2,8
Burnley,Southampton,1,0,1,8
Chelsea,Hull City,2,0,1,8
Crystal Palace,Stoke City,1,1,0,8
Leicester City,Manchester City,0,1,2,8
Sunderland,West Ham United,1,1,0,8
West Bromwich Albion,Aston Villa,1,0,1,8
Arsenal,Newcastle United,4,1,1,8
Manchester United,Liverpool,3,0,1,8
Swansea City,Tottenham Hotspur,1,2,2,8
Everton,Queens Park Rangers,3,1,1,8
Manchester City,Crystal Palace,3,0,1,8
Aston Villa,Manchester United,1,1,0,8
Hull City,Swansea City,0,1,2,8
Queens Park Rangers,West Bromwich Albion,3,2,1,8
Southampton,Everton,3,0,1,8
Tottenham Hotspur,Burnley,2,1,1,8
West Ham United,Leicester City,2,0,1,8
Newcastle United,Sunderland,0,1,2,8
Liverpool,Arsenal,2,2,0,8
Stoke City,Chelsea,0,2,2,8
Chelsea,West Ham United,2,0,1,8
Burnley,Liverpool,0,1,2,8
Crystal Palace,Southampton,1,3,2,8
Everton,Stoke City,0,1,2,8
Leicester City,Tottenham Hotspur,1,2,2,8
Manchester United,Newcastle United,3,1,1,8
Sunderland,Hull City,1,3,2,8
Swansea City,Aston Villa,1,0,1,8
West Bromwich Albion,Manchester City,1,3,2,8
Arsenal,Queens Park Rangers,2,1,1,8
Tottenham Hotspur,Manchester United,0,0,0,8
Southampton,Chelsea,1,1,0,8
Aston Villa,Sunderland,0,0,0,8
Hull City,Leicester City,0,1,2,8
Manchester City,Burnley,2,2,0,8
Queens Park Rangers,Crystal Palace,0,0,0,8
Stoke City,West Bromwich Albion,2,0,1,8
West Ham United,Arsenal,1,2,2,8
Newcastle United,Everton,3,2,1,8
Liverpool,Swansea City,4,1,1,8
Stoke City,Manchester United,1,1,0,8
Aston Villa,Crystal Palace,0,0,0,8
Hull City,Everton,2,0,1,8
Liverpool,Leicester City,2,2,0,8
Manchester City,Sunderland,3,2,1,8
Newcastle United,Burnley,3,3,0,8
Queens Park Rangers,Swansea City,1,1,0,8
Southampton,Arsenal,2,0,1,8
West Ham United,West Bromwich Albion,1,1,0,8
Tottenham Hotspur,Chelsea,5,3,1,8
Sunderland,Liverpool,0,1,2,8
Burnley,Queens Park Rangers,2,1,1,8
Chelsea,Newcastle United,2,0,1,8
Everton,Manchester City,1,1,0,8
Leicester City,Aston Villa,1,0,1,8
Swansea City,West Ham United,1,1,0,8
West Bromwich Albion,Hull City,1,0,1,8
Crystal Palace,Tottenham Hotspur,2,1,1,8
Arsenal,Stoke City,3,0,1,8
Manchester United,Southampton,0,1,2,8
Aston Villa,Liverpool,0,2,2,8
Burnley,Crystal Palace,2,3,2,8
Leicester City,Stoke City,0,1,2,8
Queens Park Rangers,Manchester United,0,2,2,8
Swansea City,Chelsea,0,5,2,8
Tottenham Hotspur,Sunderland,2,1,1,8
Newcastle United,Southampton,1,2,2,8
West Ham United,Hull City,3,0,1,8
Manchester City,Arsenal,0,2,2,8
Everton,West Bromwich Albion,0,0,0,8
Hull City,Newcastle United,0,3,2,8
Crystal Palace,Everton,0,1,2,8
Liverpool,West Ham United,2,0,1,8
Manchester United,Leicester City,3,1,1,8
Stoke City,Queens Park Rangers,3,1,1,8
Sunderland,Burnley,2,0,1,8
West Bromwich Albion,Tottenham Hotspur,0,3,2,8
Chelsea,Manchester City,1,1,0,8
Arsenal,Aston Villa,5,0,1,8
Southampton,Swansea City,0,1,2,8
Tottenham Hotspur,Arsenal,2,1,1,8
Aston Villa,Chelsea,1,2,2,8
Leicester City,Crystal Palace,0,1,2,8
Manchester City,Hull City,1,1,0,8
Queens Park Rangers,Southampton,0,1,2,8
Swansea City,Sunderland,1,1,0,8
Everton,Liverpool,0,0,0,8
Burnley,West Bromwich Albion,2,2,0,8
Newcastle United,Stoke City,1,1,0,8
West Ham United,Manchester United,1,1,0,8
Arsenal,Leicester City,2,1,1,8
Hull City,Aston Villa,2,0,1,8
Sunderland,Queens Park Rangers,0,2,2,8
Liverpool,Tottenham Hotspur,3,2,1,8
Chelsea,Everton,1,0,1,8
Manchester United,Burnley,3,1,1,8
Southampton,West Ham United,0,0,0,8
Stoke City,Manchester City,1,4,2,8
Crystal Palace,Newcastle United,1,1,0,8
West Bromwich Albion,Swansea City,2,0,1,8
Aston Villa,Stoke City,1,2,2,8
Chelsea,Burnley,1,1,0,8
Crystal Palace,Arsenal,1,2,2,8
Hull City,Queens Park Rangers,2,1,1,8
Sunderland,West Bromwich Albion,0,0,0,8
Swansea City,Manchester United,2,1,1,8
Manchester City,Newcastle United,5,0,1,8
Tottenham Hotspur,West Ham United,2,2,0,8
Everton,Leicester City,2,2,0,8
Southampton,Liverpool,0,2,2,8
West Ham United,Crystal Palace,1,3,2,8
Burnley,Swansea City,0,1,2,8
Manchester United,Sunderland,2,0,1,8
Newcastle United,Aston Villa,1,0,1,8
Stoke City,Hull City,1,0,1,8
West Bromwich Albion,Southampton,1,0,1,8
Liverpool,Manchester City,2,1,1,8
Arsenal,Everton,2,0,1,8
Aston Villa,West Bromwich Albion,2,1,1,8
Hull City,Sunderland,1,1,0,8
Southampton,Crystal Palace,1,0,1,8
Manchester City,Leicester City,2,0,1,8
Newcastle United,Manchester United,0,1,2,8
Queens Park Rangers,Arsenal,1,2,2,8
Stoke City,Everton,2,0,1,8
Tottenham Hotspur,Swansea City,3,2,1,8
West Ham United,Chelsea,0,1,2,8
Liverpool,Burnley,2,0,1,8
Queens Park Rangers,Tottenham Hotspur,1,2,2,8
Crystal Palace,Queens Park Rangers,3,1,1,8
Arsenal,West Ham United,3,0,1,8
Leicester City,Hull City,0,0,0,8
Sunderland,Aston Villa,0,4,2,8
West Bromwich Albion,Stoke City,1,0,1,8
Burnley,Manchester City,1,0,1,8
Chelsea,Southampton,1,1,0,8
Everton,Newcastle United,3,0,1,8
Manchester United,Tottenham Hotspur,3,0,1,8
Swansea City,Liverpool,0,1,2,8
Manchester City,West Bromwich Albion,3,0,1,8
Aston Villa,Swansea City,0,1,2,8
Newcastle United,Arsenal,1,2,2,8
Southampton,Burnley,2,0,1,8
Stoke City,Crystal Palace,1,2,2,8
Tottenham Hotspur,Leicester City,4,3,1,8
West Ham United,Sunderland,1,0,1,8
Liverpool,Manchester United,1,2,2,8
Hull City,Chelsea,2,3,2,8
Queens Park Rangers,Everton,1,2,2,8
Arsenal,Liverpool,4,1,1,8
Everton,Southampton,1,0,1,8
Leicester City,West Ham United,2,1,1,8
Manchester United,Aston Villa,3,1,1,8
Swansea City,Hull City,3,1,1,8
West Bromwich Albion,Queens Park Rangers,1,4,2,8
Chelsea,Stoke City,2,1,1,8
Burnley,Tottenham Hotspur,0,0,0,8
Sunderland,Newcastle United,1,0,1,8
Crystal Palace,Manchester City,2,1,1,8
Aston Villa,Queens Park Rangers,3,3,0,8
Swansea City,Everton,1,1,0,8
Southampton,Hull City,2,0,1,8
Sunderland,Crystal Palace,1,4,2,8
Tottenham Hotspur,Aston Villa,0,1,2,8
West Bromwich Albion,Leicester City,2,3,2,8
West Ham United,Stoke City,1,1,0,8
Burnley,Arsenal,0,1,2,8
Queens Park Rangers,Chelsea,0,1,2,8
Manchester United,Manchester City,4,2,1,8
Liverpool,Newcastle United,2,0,1,8
Crystal Palace,West Bromwich Albion,0,2,2,8
Everton,Burnley,1,0,1,8
Leicester City,Swansea City,2,0,1,8
Stoke City,Southampton,2,1,1,8
Chelsea,Manchester United,1,0,1,8
Manchester City,West Ham United,2,0,1,8
Newcastle United,Tottenham Hotspur,1,3,2,8
Southampton,Tottenham Hotspur,2,2,0,8
Burnley,Leicester City,0,1,2,8
Crystal Palace,Hull City,0,2,2,8
Newcastle United,Swansea City,2,3,2,8
Queens Park Rangers,West Ham United,0,0,0,8
Stoke City,Sunderland,1,1,0,8
West Bromwich Albion,Liverpool,0,0,0,8
Manchester City,Aston Villa,3,2,1,8
Everton,Manchester United,3,0,1,8
Arsenal,Chelsea,0,0,0,8
Hull City,Liverpool,1,0,1,8
Leicester City,Chelsea,1,3,2,8
Leicester City,Newcastle United,3,0,1,8
Aston Villa,Everton,3,2,1,8
Liverpool,Queens Park Rangers,2,1,1,8
Sunderland,Southampton,2,1,1,8
Swansea City,Stoke City,2,0,1,8
West Ham United,Burnley,1,0,1,8
Manchester United,West Bromwich Albion,0,1,2,8
Chelsea,Crystal Palace,1,0,1,8
Tottenham Hotspur,Manchester City,0,1,2,8
Hull City,Arsenal,1,3,2,8
Everton,Sunderland,0,2,2,8
Aston Villa,West Ham United,1,0,1,8
Hull City,Burnley,0,1,2,8
Leicester City,Southampton,2,0,1,8
Newcastle United,West Bromwich Albion,1,1,0,8
Stoke City,Tottenham Hotspur,3,0,1,8
Crystal Palace,Manchester United,1,2,2,8
Manchester City,Queens Park Rangers,6,0,1,8
Chelsea,Liverpool,1,1,0,8
Arsenal,Swansea City,0,1,2,8
Southampton,Aston Villa,6,1,1,8
Burnley,Stoke City,0,0,0,8
Queens Park Rangers,Newcastle United,2,1,1,8
Sunderland,Leicester City,0,0,0,8
Tottenham Hotspur,Hull City,2,0,1,8
West Ham United,Everton,1,2,2,8
Liverpool,Crystal Palace,1,3,2,8
Swansea City,Manchester City,2,4,2,8
Manchester United,Arsenal,1,1,0,8
West Bromwich Albion,Chelsea,3,0,1,8
Arsenal,Sunderland,0,0,0,8
Arsenal,West Bromwich Albion,4,1,1,8
Aston Villa,Burnley,0,1,2,8
Chelsea,Sunderland,3,1,1,8
Crystal Palace,Swansea City,1,0,1,8
Everton,Tottenham Hotspur,0,1,2,8
Hull City,Manchester United,0,0,0,8
Leicester City,Queens Park Rangers,5,1,1,8
Manchester City,Southampton,2,0,1,8
Newcastle United,West Ham United,2,0,1,8
Stoke City,Liverpool,6,1,1,8
Manchester United,Tottenham Hotspur,1,0,1,9
AFC Bournemouth,Aston Villa,0,1,2,9
Everton,Watford,2,2,0,9
Leicester City,Sunderland,4,2,1,9
Norwich City,Crystal Palace,1,3,2,9
Chelsea,Swansea City,2,2,0,9
Arsenal,West Ham United,0,2,2,9
Newcastle United,Southampton,2,2,0,9
Stoke City,Liverpool,0,1,2,9
West Bromwich Albion,Manchester City,0,3,2,9
Aston Villa,Manchester United,0,1,2,9
Southampton,Everton,0,3,2,9
Sunderland,Norwich City,1,3,2,9
Swansea City,Newcastle United,2,0,1,9
Tottenham Hotspur,Stoke City,2,2,0,9
Watford,West Bromwich Albion,0,0,0,9
West Ham United,Leicester City,1,2,2,9
Crystal Palace,Arsenal,1,2,2,9
Manchester City,Chelsea,3,0,1,9
Liverpool,AFC Bournemouth,1,0,1,9
Manchester United,Newcastle United,0,0,0,9
Crystal Palace,Aston Villa,2,1,1,9
Leicester City,Tottenham Hotspur,1,1,0,9
Norwich City,Stoke City,1,1,0,9
Sunderland,Swansea City,1,1,0,9
West Ham United,AFC Bournemouth,3,4,2,9
West Bromwich Albion,Chelsea,2,3,2,9
Everton,Manchester City,0,2,2,9
Watford,Southampton,0,0,0,9
Arsenal,Liverpool,0,0,0,9
Newcastle United,Arsenal,0,1,2,9
Aston Villa,Sunderland,2,2,0,9
AFC Bournemouth,Leicester City,1,1,0,9
Chelsea,Crystal Palace,1,2,2,9
Liverpool,West Ham United,0,3,2,9
Manchester City,Watford,2,0,1,9
Stoke City,West Bromwich Albion,0,1,2,9
Tottenham Hotspur,Everton,0,0,0,9
Southampton,Norwich City,3,0,1,9
Swansea City,Manchester United,2,1,1,9
Everton,Chelsea,3,1,1,9
Arsenal,Stoke City,2,0,1,9
Crystal Palace,Manchester City,0,1,2,9
Norwich City,AFC Bournemouth,3,1,1,9
Watford,Swansea City,1,0,1,9
West Bromwich Albion,Southampton,0,0,0,9
Manchester United,Liverpool,3,1,1,9
Sunderland,Tottenham Hotspur,0,1,2,9
Leicester City,Aston Villa,3,2,1,9
West Ham United,Newcastle United,2,0,1,9
Chelsea,Arsenal,2,0,1,9
Aston Villa,West Bromwich Albion,0,1,2,9
AFC Bournemouth,Sunderland,2,0,1,9
Newcastle United,Watford,1,2,2,9
Stoke City,Leicester City,2,2,0,9
Swansea City,Everton,0,0,0,9
Manchester City,West Ham United,1,2,2,9
Tottenham Hotspur,Crystal Palace,1,0,1,9
Liverpool,Norwich City,1,1,0,9
Southampton,Manchester United,2,3,2,9
Tottenham Hotspur,Manchester City,4,1,1,9
Leicester City,Arsenal,2,5,2,9
Liverpool,Aston Villa,3,2,1,9
Manchester United,Sunderland,3,0,1,9
Southampton,Swansea City,3,1,1,9
Stoke City,AFC Bournemouth,2,1,1,9
West Ham United,Norwich City,2,2,0,9
Newcastle United,Chelsea,2,2,0,9
Watford,Crystal Palace,0,1,2,9
West Bromwich Albion,Everton,2,3,2,9
Crystal Palace,West Bromwich Albion,2,0,1,9
Aston Villa,Stoke City,0,1,2,9
AFC Bournemouth,Watford,1,1,0,9
Manchester City,Newcastle United,6,1,1,9
Norwich City,Leicester City,1,2,2,9
Sunderland,West Ham United,2,2,0,9
Chelsea,Southampton,1,3,2,9
Everton,Liverpool,1,1,0,9
Arsenal,Manchester United,3,0,1,9
Swansea City,Tottenham Hotspur,2,2,0,9
Tottenham Hotspur,Liverpool,0,0,0,9
Chelsea,Aston Villa,2,0,1,9
Crystal Palace,West Ham United,1,3,2,9
Everton,Manchester United,0,3,2,9
Manchester City,AFC Bournemouth,5,1,1,9
Southampton,Leicester City,2,2,0,9
West Bromwich Albion,Sunderland,1,0,1,9
Watford,Arsenal,0,3,2,9
Newcastle United,Norwich City,6,2,1,9
Swansea City,Stoke City,0,1,2,9
Aston Villa,Swansea City,1,2,2,9
Leicester City,Crystal Palace,1,0,1,9
Norwich City,West Bromwich Albion,0,1,2,9
Stoke City,Watford,0,2,2,9
West Ham United,Chelsea,2,1,1,9
Arsenal,Everton,2,1,1,9
Sunderland,Newcastle United,3,0,1,9
AFC Bournemouth,Tottenham Hotspur,1,5,2,9
Manchester United,Manchester City,0,0,0,9
Liverpool,Southampton,1,1,0,9
Chelsea,Liverpool,1,3,2,9
Crystal Palace,Manchester United,0,0,0,9
Manchester City,Norwich City,2,1,1,9
Newcastle United,Stoke City,0,0,0,9
Swansea City,Arsenal,0,3,2,9
Watford,West Ham United,2,0,1,9
West Bromwich Albion,Leicester City,2,3,2,9
Everton,Sunderland,6,2,1,9
Southampton,AFC Bournemouth,2,0,1,9
Tottenham Hotspur,Aston Villa,3,1,1,9
AFC Bournemouth,Newcastle United,0,1,2,9
Leicester City,Watford,2,1,1,9
Manchester United,West Bromwich Albion,2,0,1,9
Norwich City,Swansea City,1,0,1,9
Sunderland,Southampton,0,1,2,9
West Ham United,Everton,1,1,0,9
Stoke City,Chelsea,1,0,1,9
Aston Villa,Manchester City,0,0,0,9
Arsenal,Tottenham Hotspur,1,1,0,9
Liverpool,Crystal Palace,1,2,2,9
Watford,Manchester United,1,2,2,9
Chelsea,Norwich City,1,0,1,9
Everton,Aston Villa,4,0,1,9
Newcastle United,Leicester City,0,3,2,9
Southampton,Stoke City,0,1,2,9
Swansea City,AFC Bournemouth,2,2,0,9
West Bromwich Albion,Arsenal,2,1,1,9
Manchester City,Liverpool,1,4,2,9
Tottenham Hotspur,West Ham United,4,1,1,9
Crystal Palace,Sunderland,0,1,2,9
Aston Villa,Watford,2,3,2,9
AFC Bournemouth,Everton,3,3,0,9
Crystal Palace,Newcastle United,5,1,1,9
Manchester City,Southampton,3,1,1,9
Sunderland,Stoke City,2,0,1,9
Leicester City,Manchester United,1,1,0,9
Tottenham Hotspur,Chelsea,0,0,0,9
West Ham United,West Bromwich Albion,1,1,0,9
Liverpool,Swansea City,1,0,1,9
Norwich City,Arsenal,1,1,0,9
Stoke City,Manchester City,2,0,1,9
Arsenal,Sunderland,3,1,1,9
Manchester United,West Ham United,0,0,0,9
Southampton,Aston Villa,1,1,0,9
Swansea City,Leicester City,0,3,2,9
Watford,Norwich City,2,0,1,9
West Bromwich Albion,Tottenham Hotspur,1,1,0,9
Chelsea,AFC Bournemouth,0,1,2,9
Newcastle United,Liverpool,2,0,1,9
Everton,Crystal Palace,1,1,0,9
Norwich City,Everton,1,1,0,9
Crystal Palace,Southampton,1,0,1,9
Manchester City,Swansea City,2,1,1,9
Sunderland,Watford,0,1,2,9
West Ham United,Stoke City,0,0,0,9
AFC Bournemouth,Manchester United,2,1,1,9
Aston Villa,Arsenal,0,2,2,9
Liverpool,West Bromwich Albion,2,2,0,9
Tottenham Hotspur,Newcastle United,1,2,2,9
Leicester City,Chelsea,2,1,1,9
Chelsea,Sunderland,3,1,1,9
Everton,Leicester City,2,3,2,9
Manchester United,Norwich City,1,2,2,9
Southampton,Tottenham Hotspur,0,2,2,9
Stoke City,Crystal Palace,1,2,2,9
West Bromwich Albion,AFC Bournemouth,1,2,2,9
Newcastle United,Aston Villa,1,1,0,9
Watford,Liverpool,3,0,1,9
Swansea City,West Ham United,0,0,0,9
Arsenal,Manchester City,2,1,1,9
Stoke City,Manchester United,2,0,1,9
Aston Villa,West Ham United,1,1,0,9
AFC Bournemouth,Crystal Palace,0,0,0,9
Chelsea,Watford,2,2,0,9
Liverpool,Leicester City,1,0,1,9
Manchester City,Sunderland,4,1,1,9
Swansea City,West Bromwich Albion,1,0,1,9
Tottenham Hotspur,Norwich City,3,0,1,9
Newcastle United,Everton,0,1,2,9
Southampton,Arsenal,4,0,1,9
Crystal Palace,Swansea City,0,0,0,9
Everton,Stoke City,3,4,2,9
Norwich City,Aston Villa,2,0,1,9
Watford,Tottenham Hotspur,1,2,2,9
West Bromwich Albion,Newcastle United,1,0,1,9
Arsenal,AFC Bournemouth,2,0,1,9
Manchester United,Chelsea,0,0,0,9
West Ham United,Southampton,2,1,1,9
Leicester City,Manchester City,0,0,0,9
Sunderland,Liverpool,0,1,2,9
West Ham United,Liverpool,2,0,1,9
Arsenal,Newcastle United,1,0,1,9
Leicester City,AFC Bournemouth,0,0,0,9
Manchester United,Swansea City,2,1,1,9
Norwich City,Southampton,1,0,1,9
Sunderland,Aston Villa,3,1,1,9
West Bromwich Albion,Stoke City,2,1,1,9
Watford,Manchester City,1,2,2,9
Crystal Palace,Chelsea,0,3,2,9
Everton,Tottenham Hotspur,1,1,0,9
Aston Villa,Crystal Palace,1,0,1,9
AFC Bournemouth,West Ham United,1,3,2,9
Newcastle United,Manchester United,3,3,0,9
Chelsea,West Bromwich Albion,2,2,0,9
Manchester City,Everton,0,0,0,9
Southampton,Watford,2,0,1,9
Stoke City,Norwich City,3,1,1,9
Swansea City,Sunderland,2,4,2,9
Liverpool,Arsenal,3,3,0,9
Tottenham Hotspur,Leicester City,0,1,2,9
Tottenham Hotspur,Sunderland,4,1,1,9
AFC Bournemouth,Norwich City,3,0,1,9
Chelsea,Everton,3,3,0,9
Manchester City,Crystal Palace,4,0,1,9
Newcastle United,West Ham United,2,1,1,9
Southampton,West Bromwich Albion,3,0,1,9
Aston Villa,Leicester City,1,1,0,9
Liverpool,Manchester United,0,1,2,9
Stoke City,Arsenal,0,0,0,9
Swansea City,Watford,1,0,1,9
Norwich City,Liverpool,4,5,2,9
Crystal Palace,Tottenham Hotspur,1,3,2,9
Leicester City,Stoke City,3,0,1,9
Manchester United,Southampton,0,1,2,9
Sunderland,AFC Bournemouth,1,1,0,9
Watford,Newcastle United,2,1,1,9
West Bromwich Albion,Aston Villa,0,0,0,9
West Ham United,Manchester City,2,2,0,9
Everton,Swansea City,1,2,2,9
Arsenal,Chelsea,0,1,2,9
Arsenal,Southampton,0,0,0,9
Leicester City,Liverpool,2,0,1,9
Norwich City,Tottenham Hotspur,0,3,2,9
Sunderland,Manchester City,0,1,2,9
West Ham United,Aston Villa,2,0,1,9
Crystal Palace,AFC Bournemouth,1,2,2,9
Manchester United,Stoke City,3,0,1,9
West Bromwich Albion,Swansea City,1,1,0,9
Everton,Newcastle United,3,0,1,9
Watford,Chelsea,0,0,0,9
Manchester City,Leicester City,1,3,2,9
Aston Villa,Norwich City,2,0,1,9
Liverpool,Sunderland,2,2,0,9
Newcastle United,West Bromwich Albion,1,0,1,9
Stoke City,Everton,0,3,2,9
Swansea City,Crystal Palace,1,1,0,9
Tottenham Hotspur,Watford,1,0,1,9
Southampton,West Ham United,1,0,1,9
AFC Bournemouth,Arsenal,0,2,2,9
Chelsea,Manchester United,1,1,0,9
Sunderland,Manchester United,2,1,1,9
AFC Bournemouth,Stoke City,1,3,2,9
Crystal Palace,Watford,1,2,2,9
Everton,West Bromwich Albion,0,1,2,9
Norwich City,West Ham United,2,2,0,9
Swansea City,Southampton,0,1,2,9
Chelsea,Newcastle United,5,1,1,9
Arsenal,Leicester City,2,1,1,9
Aston Villa,Liverpool,0,6,2,9
Manchester City,Tottenham Hotspur,1,2,2,9
West Ham United,Sunderland,1,0,1,9
Leicester City,Norwich City,1,0,1,9
Southampton,Chelsea,1,2,2,9
Stoke City,Aston Villa,2,1,1,9
Watford,AFC Bournemouth,0,0,0,9
West Bromwich Albion,Crystal Palace,3,2,1,9
Manchester United,Arsenal,3,2,1,9
Tottenham Hotspur,Swansea City,2,1,1,9
Aston Villa,Everton,1,3,2,9
AFC Bournemouth,Southampton,2,0,1,9
Leicester City,West Bromwich Albion,2,2,0,9
Norwich City,Chelsea,1,2,2,9
Sunderland,Crystal Palace,2,2,0,9
Arsenal,Swansea City,1,2,2,9
Stoke City,Newcastle United,1,0,1,9
West Ham United,Tottenham Hotspur,1,0,1,9
Liverpool,Manchester City,3,0,1,9
Manchester United,Watford,1,0,1,9
Tottenham Hotspur,Arsenal,2,2,0,9
Chelsea,Stoke City,1,1,0,9
Everton,West Ham United,2,3,2,9
Manchester City,Aston Villa,4,0,1,9
Newcastle United,AFC Bournemouth,1,3,2,9
Southampton,Sunderland,1,1,0,9
Swansea City,Norwich City,1,0,1,9
Watford,Leicester City,0,1,2,9
Crystal Palace,Liverpool,1,2,2,9
West Bromwich Albion,Manchester United,1,0,1,9
Norwich City,Manchester City,0,0,0,9
AFC Bournemouth,Swansea City,3,2,1,9
Stoke City,Southampton,1,2,2,9
Aston Villa,Tottenham Hotspur,0,2,2,9
Leicester City,Newcastle United,1,0,1,9
Everton,Arsenal,0,2,2,9
Chelsea,West Ham United,2,2,0,9
Crystal Palace,Leicester City,0,1,2,9
Watford,Stoke City,1,2,2,9
West Bromwich Albion,Norwich City,0,1,2,9
Swansea City,Aston Villa,1,0,1,9
Newcastle United,Sunderland,1,1,0,9
Southampton,Liverpool,3,2,1,9
Manchester City,Manchester United,0,1,2,9
Tottenham Hotspur,AFC Bournemouth,3,0,1,9
Aston Villa,Chelsea,0,4,2,9
Arsenal,Watford,4,0,1,9
AFC Bournemouth,Manchester City,0,4,2,9
Norwich City,Newcastle United,3,2,1,9
Stoke City,Swansea City,2,2,0,9
Sunderland,West Bromwich Albion,0,0,0,9
West Ham United,Crystal Palace,2,2,0,9
Liverpool,Tottenham Hotspur,1,1,0,9
Leicester City,Southampton,1,0,1,9
Manchester United,Everton,1,0,1,9
West Ham United,Arsenal,3,3,0,9
Aston Villa,AFC Bournemouth,1,2,2,9
Crystal Palace,Norwich City,1,0,1,9
Southampton,Newcastle United,3,1,1,9
Swansea City,Chelsea,1,0,1,9
Watford,Everton,1,1,0,9
Manchester City,West Bromwich Albion,2,1,1,9
Sunderland,Leicester City,0,2,2,9
Liverpool,Stoke City,4,1,1,9
Tottenham Hotspur,Manchester United,3,0,1,9
Crystal Palace,Everton,0,0,0,9
Norwich City,Sunderland,0,3,2,9
Everton,Southampton,1,1,0,9
Manchester United,Aston Villa,1,0,1,9
Newcastle United,Swansea City,3,0,1,9
West Bromwich Albion,Watford,0,1,2,9
Chelsea,Manchester City,0,3,2,9
AFC Bournemouth,Liverpool,1,2,2,9
Leicester City,West Ham United,2,2,0,9
Arsenal,Crystal Palace,1,1,0,9
Stoke City,Tottenham Hotspur,0,4,2,9
Newcastle United,Manchester City,1,1,0,9
West Ham United,Watford,3,1,1,9
Liverpool,Everton,4,0,1,9
Manchester United,Crystal Palace,2,0,1,9
Arsenal,West Bromwich Albion,2,0,1,9
Manchester City,Stoke City,4,0,1,9
Aston Villa,Southampton,2,4,2,9
AFC Bournemouth,Chelsea,1,4,2,9
Liverpool,Newcastle United,2,2,0,9
Sunderland,Arsenal,0,0,0,9
Leicester City,Swansea City,4,0,1,9
Tottenham Hotspur,West Bromwich Albion,1,1,0,9
Everton,AFC Bournemouth,2,1,1,9
Newcastle United,Crystal Palace,1,0,1,9
Stoke City,Sunderland,1,1,0,9
Watford,Aston Villa,3,2,1,9
West Bromwich Albion,West Ham United,0,3,2,9
Arsenal,Norwich City,1,0,1,9
Swansea City,Liverpool,3,1,1,9
Manchester United,Leicester City,1,1,0,9
Southampton,Manchester City,4,2,1,9
Chelsea,Tottenham Hotspur,2,2,0,9
Norwich City,Manchester United,0,1,2,9
Aston Villa,Newcastle United,0,0,0,9
AFC Bournemouth,West Bromwich Albion,1,1,0,9
Crystal Palace,Stoke City,2,1,1,9
Sunderland,Chelsea,3,2,1,9
West Ham United,Swansea City,1,4,2,9
Leicester City,Everton,3,1,1,9
Tottenham Hotspur,Southampton,1,2,2,9
Liverpool,Watford,2,0,1,9
Manchester City,Arsenal,2,2,0,9
West Ham United,Manchester United,3,2,1,9
Norwich City,Watford,4,2,1,9
Sunderland,Everton,3,0,1,9
Liverpool,Chelsea,1,1,0,9
Arsenal,Aston Villa,4,0,1,9
Chelsea,Leicester City,1,1,0,9
Everton,Norwich City,3,0,1,9
Newcastle United,Tottenham Hotspur,5,1,1,9
Southampton,Crystal Palace,4,1,1,9
Stoke City,West Ham United,2,1,1,9
Swansea City,Manchester City,1,1,0,9
Watford,Sunderland,2,2,0,9
West Bromwich Albion,Liverpool,1,1,0,9
Manchester United,AFC Bournemouth,3,1,1,9
Hull City,Leicester City,2,1,1,10
Burnley,Swansea City,0,1,2,10
Crystal Palace,West Bromwich Albion,0,1,2,10
Everton,Tottenham Hotspur,1,1,0,10
Middlesbrough,Stoke City,1,1,0,10
Southampton,Watford,1,1,0,10
Manchester City,Sunderland,2,1,1,10
AFC Bournemouth,Manchester United,1,3,2,10
Arsenal,Liverpool,3,4,2,10
Chelsea,West Ham United,2,1,1,10
Manchester United,Southampton,2,0,1,10
Stoke City,Manchester City,1,4,2,10
Burnley,Liverpool,2,0,1,10
Swansea City,Hull City,0,2,2,10
Tottenham Hotspur,Crystal Palace,1,0,1,10
Watford,Chelsea,1,2,2,10
West Bromwich Albion,Everton,1,2,2,10
Leicester City,Arsenal,0,0,0,10
Sunderland,Middlesbrough,1,2,2,10
West Ham United,AFC Bournemouth,1,0,1,10
Tottenham Hotspur,Liverpool,1,1,0,10
Chelsea,Burnley,3,0,1,10
Crystal Palace,AFC Bournemouth,1,1,0,10
Everton,Stoke City,1,0,1,10
Leicester City,Swansea City,2,1,1,10
Southampton,Sunderland,1,1,0,10
Watford,Arsenal,1,3,2,10
Hull City,Manchester United,0,1,2,10
West Bromwich Albion,Middlesbrough,0,0,0,10
Manchester City,West Ham United,3,1,1,10
Manchester United,Manchester City,1,2,2,10
Arsenal,Southampton,2,1,1,10
AFC Bournemouth,West Bromwich Albion,1,0,1,10
Burnley,Hull City,1,1,0,10
Middlesbrough,Crystal Palace,1,2,2,10
Stoke City,Tottenham Hotspur,0,4,2,10
West Ham United,Watford,2,4,2,10
Liverpool,Leicester City,4,1,1,10
Swansea City,Chelsea,2,2,0,10
Sunderland,Everton,0,3,2,10
Chelsea,Liverpool,1,2,2,10
Hull City,Arsenal,1,4,2,10
Leicester City,Burnley,3,0,1,10
Manchester City,AFC Bournemouth,4,0,1,10
West Bromwich Albion,West Ham United,4,2,1,10
Everton,Middlesbrough,3,1,1,10
Watford,Manchester United,3,1,1,10
Crystal Palace,Stoke City,4,1,1,10
